household_id,respondent_id,county,wave,gender,KPMD_status,sheep_owned,goats_owned,vaccinated_sheep,vaccinated_goats,disease_cases_sheep,disease_cases_goats,treated_sheep,treated_goats,sold_sheep_to_KPMD,sold_sheep_to_nonKPMD,sold_goats_to_KPMD,sold_goats_to_nonKPMD,avg_liveweight_sheep_KPMD_kg,avg_liveweight_sheep_nonKPMD_kg,avg_liveweight_goat_KPMD_kg,avg_liveweight_goat_nonKPMD_kg,price_per_kg_sheep_KPMD,price_per_kg_sheep_nonKPMD,price_per_kg_goat_KPMD,price_per_kg_goat_nonKPMD,age_at_sale_sheep_months,age_at_sale_goat_months,distance_to_market_km,time_to_market_hours,gender_decision_index_0_1,gender_control_index_0_1,has_credit,loan_amount_kes,repayment_rate_0_1,rCSI,coping_capacity_index_0_100,total_income_kes,livestock_income_kes,other_income_kes,sold_sheep_total,sold_goats_total,vaccination_rate_sheep,vaccination_rate_goats,disease_rate_sheep,disease_rate_goats,revenue_sheep_KPMD,revenue_sheep_nonKPMD,revenue_goat_KPMD,revenue_goat_nonKPMD,total_livestock_sales_revenue
HH0232,R0232,Samburu,Endline,Female,KPMD,28,14,19,9,2,2,1,1,1,0,0,0,24.98339351,,,,359.0068351,,,,13.70035917,,31.36594076,1.097752441,0.401184575,0.519062584,FALSE,0,,11.28361345,63.50417905,74485,54668,19817,1,0,0.678571429,0.642857143,0.071428571,0.142857143,8969.21,0,0,0,8969.21
HH0233,R0233,Samburu,Baseline,Female,Control,20,18,8,7,3,3,1,1,0,2,0,1,,18.91735071,,24.98859506,,368.5539587,,368.8024644,11.67765431,15.64620699,19.55802697,3.096450279,0.566437708,0.82143629,TRUE,27856,0.787955714,12.16236805,63.86428502,29844,16942,12902,2,1,0.4,0.388888889,0.15,0.166666667,0,13944.13,0,9215.86,23159.99
HH0233,R0233,Samburu,Midline,Female,Control,16,17,7,7,3,3,2,1,0,4,0,2,,18.17840061,,18.03613961,,435.9696034,,325.4948003,10.97519673,10.89333854,12.01819247,2.610714602,0.851794278,0.520440536,TRUE,40891,0.640488428,17.791684,56.49764875,28161,11877,16284,4,2,0.4375,0.411764706,0.1875,0.176470588,0,31700.92,0,11741.34,43442.26
HH0233,R0233,Samburu,Endline,Female,Control,18,19,8,8,3,3,2,2,0,3,0,2,,25.23992992,,24.28703139,,342.13308,,346.5776481,12.19875475,16.10317487,17.34984387,1.577026955,0.396111517,0.63157165,TRUE,22143,0.609269459,12.16773026,61.44676729,71731,41641,30090,3,2,0.444444444,0.421052632,0.166666667,0.157894737,0,25906.24,0,16834.68,42740.92
HH0234,R0234,Samburu,Baseline,Female,Control,18,17,7,6,3,3,2,2,0,1,0,2,,21.56110716,,22.9458073,,307.5038184,,309.0262253,21.77936305,18.74041468,13.46221645,3.101583007,0.619326356,0.758968544,TRUE,16262,0.773764745,12.67262855,64.50536489,49530,29042,20488,1,2,0.388888889,0.352941176,0.166666667,0.176470588,0,6630.12,0,14181.71,20811.83
HH0234,R0234,Samburu,Midline,Female,Control,23,13,9,6,4,2,2,1,0,5,0,0,,23.2742978,,,,326.8857943,,,16.13154226,,26.99411938,3.895807843,0.582017479,0.445445629,FALSE,0,,5.035482859,51.5721348,31596,17772,13824,5,0,0.391304348,0.461538462,0.173913043,0.153846154,0,38040.19,0,0,38040.19
HH0234,R0234,Samburu,Endline,Female,Control,22,14,10,7,3,2,2,1,0,4,0,2,,24.37679207,,18.61609883,,376.6736278,,359.8262262,14.94155999,15.50570964,9.482987063,1.841326114,0.647834303,0.565001328,FALSE,0,,9.329438189,54.34339683,13204,7308,5896,4,2,0.454545455,0.5,0.136363636,0.142857143,0,36728.38,0,13397.12,50125.5
HH0235,R0235,Kajiado,Baseline,Female,KPMD,17,11,12,8,1,1,1,1,0,0,2,2,,,23.33047084,26.8736117,,,394.640861,370.0780721,,12.52900183,23.05333944,1.256561563,0.541652193,0.919531579,TRUE,21596,1,19.09953509,70.2284549,14086,7413,6673,0,4,0.705882353,0.727272727,0.058823529,0.090909091,0,0,18414.31,19890.67,38304.98
HH0235,R0235,Kajiado,Midline,Female,KPMD,16,14,11,8,2,2,1,1,2,2,2,3,21.10166526,25.7869134,20.19222003,21.68773953,380.9825173,320.7279862,423.1144486,277.2159673,17.49578427,10.00959189,16.29728137,3.785504042,0.51232608,0.674331079,FALSE,0,,5.536394144,49.43204114,68592,47306,21286,4,5,0.6875,0.571428571,0.125,0.142857143,16078.73,16541.17,17087.24,18036.56,67743.7
HH0235,R0235,Kajiado,Endline,Female,KPMD,20,13,14,8,2,2,1,2,4,2,2,1,30.28831955,24.23631287,24.49516198,21.78452743,413.7273688,381.8561003,389.0463348,317.9961318,9.294095585,10.44751238,31.48927506,1.72487636,0.853201604,0.619233613,FALSE,0,,6.873819747,63.32695578,37353,23682,13671,6,3,0.7,0.615384615,0.1,0.153846154,50124.43,18509.57,19059.51,6927.4,94620.91
HH0236,R0236,Narok,Baseline,Female,KPMD,35,23,22,15,4,3,3,2,4,1,2,0,25.4248308,21.557139,22.74256008,,372.8187301,397.4502984,417.2650394,,9.499822866,16.50415467,8.926201444,1.383870364,0.48934456,0.782997137,TRUE,72456,1,4.800625254,56.43752227,117018,87265,29753,5,2,0.628571429,0.652173913,0.114285714,0.130434783,37915.41,8567.89,18979.35,0,65462.65
HH0236,R0236,Narok,Midline,Female,KPMD,39,26,26,19,5,2,3,1,2,0,4,1,21.91394232,,26.36585673,21.38283844,321.3091041,,405.9082328,332.5087999,7.266740317,8.654778583,7.722260821,1.447319203,0.357597061,0.532408396,TRUE,16626,0.761778026,7.532973813,47.66983995,66866,36306,30560,2,5,0.666666667,0.730769231,0.128205128,0.076923077,14082.3,0,42808.47,7109.98,64000.75
HH0236,R0236,Narok,Endline,Female,KPMD,38,21,25,15,3,3,2,2,4,1,1,0,22.2190559,22.42589637,29.53470968,,386.4392224,358.8018843,395.9521211,,14.93305996,12.21215342,36.53543012,3.273864869,0.620886555,0.78403712,TRUE,11339,0.907669485,14.46396342,59.44279538,37043,26067,10976,5,1,0.657894737,0.714285714,0.078947368,0.142857143,34345.26,8046.45,11694.33,0,54086.04
HH0237,R0237,Kajiado,Baseline,Female,Non-KPMD Seller,16,12,9,6,2,2,1,1,1,6,1,2,18.86258897,21.8893272,24.11712777,20.95482421,375.6344566,335.1236598,498.6635204,316.7843775,16.61876595,13.04626891,15.45533494,2.566120665,0.385177955,0.742589287,FALSE,0,,5.592959003,64.52354929,33670,18938,14732,7,3,0.5625,0.5,0.125,0.166666667,7085.44,44013.79,12026.33,13276.32,76401.88
HH0237,R0237,Kajiado,Midline,Female,Non-KPMD Seller,16,11,7,6,2,1,1,1,2,2,1,1,24.05979023,20.49018329,21.25639818,25.60568331,412.9890552,394.042,429.8956143,367.7526724,17.59335781,8.596560123,39.50941299,3.119497246,0.782139187,0.455958965,FALSE,0,,0,62.57814705,445510,225513,219997,4,2,0.4375,0.545454545,0.125,0.090909091,19872.86,16147.99,9138.03,9416.56,54575.44
HH0237,R0237,Kajiado,Endline,Female,Non-KPMD Seller,18,13,10,6,3,2,2,1,0,4,0,1,,19.99584173,,21.34790157,,329.9885234,,383.1277225,13.30291437,14.29173845,14.23175874,2.735023008,0.799444398,0.231646139,FALSE,0,,3.452480008,68.91247009,27567,10777,16790,4,1,0.555555556,0.461538462,0.166666667,0.153846154,0,26393.59,0,8178.97,34572.56
HH0238,R0238,Kajiado,Baseline,Male,KPMD,6,20,4,14,1,2,1,1,2,0,3,0,25.65472377,,26.04029723,,353.5179618,,388.7753696,,15.36957002,11.4089823,20.85459493,2.600778379,0.892565651,0.795879907,TRUE,21487,0.982480631,15.59217865,58.35058418,96371,60339,36032,2,3,0.666666667,0.7,0.166666667,0.1,18138.81,0,30371.48,0,48510.29
HH0238,R0238,Kajiado,Midline,Male,KPMD,7,19,5,13,1,1,1,1,1,1,4,2,30.1699697,23.95538785,26.7905377,26.17417357,379.7702562,353.1996736,437.3462641,399.0924085,9.733617839,6,16.24471937,0.432160075,0.470256444,0.562576961,TRUE,23387,0.819234833,8.409930883,72.89533762,54491,20036,34455,2,6,0.714285714,0.684210526,0.142857143,0.052631579,11457.66,8461.04,46866.97,20891.83,87677.5
HH0238,R0238,Kajiado,Endline,Male,KPMD,5,16,3,11,1,2,1,1,2,1,1,1,22.63065423,22.33160222,26.28261119,20.52690085,365.800384,275.3568687,418.0328395,330.2847905,9.536604119,15.06570853,11.12663556,2.426740588,0.527927528,0.503459946,TRUE,44974,0.851755,9.334736462,65.54726425,48349,30515,17834,3,2,0.6,0.6875,0.2,0.125,16556.6,6149.16,10986.99,6779.72,40472.47
HH0239,R0239,Samburu,Baseline,Male,KPMD,29,26,20,18,3,2,2,1,2,2,2,3,24.95654737,20.30644608,25.79158884,21.4249472,374.7944373,331.5024887,428.8065373,380.3064832,12.69278029,11.48186548,23.7249088,1.716619702,0.904125747,0.047011006,FALSE,0,,6.714334292,50.99157014,61835,42330,19505,4,5,0.689655172,0.692307692,0.103448276,0.076923077,18707.15,13463.27,22119.2,24444.14,78733.76
HH0239,R0239,Samburu,Midline,Male,KPMD,29,25,19,18,3,2,2,1,3,1,1,0,19.02200675,26.35517454,24.27218709,,400.8656565,377.8890256,404.6916747,,10.82991244,14.31839899,1,2.811254937,0.31773629,0.780241701,FALSE,0,,11.84056428,62.92922126,87985,42959,45026,4,1,0.655172414,0.72,0.103448276,0.08,22875.81,9959.33,9822.75,0,42657.89
HH0239,R0239,Samburu,Endline,Male,KPMD,30,29,20,19,3,3,2,2,4,1,1,1,25.34663463,24.09580885,22.39442483,23.08078447,424.2035635,324.4513303,436.612732,367.6797857,14.20344497,11.38631396,17.6658908,2.144810777,0.65480312,0.61811421,TRUE,27591,1,12.49211883,80.64957635,53659,39264,14395,5,2,0.666666667,0.655172414,0.1,0.103448276,43008.53,7817.92,9777.69,8486.34,69090.48
HH0240,R0240,Kajiado,Baseline,Male,KPMD,28,11,19,7,3,1,2,1,3,3,2,2,25.44491455,22.02120053,23.88612056,17.24511999,381.0586436,345.1611586,339.3844789,385.3569675,14.47806877,11.94582221,25.8568425,1.531113112,0.443632121,0.162881162,TRUE,10964,0.520495478,16.66833573,62.14012942,57457,26643,30814,6,4,0.678571429,0.636363636,0.107142857,0.090909091,29088.01,22802.59,16213.16,13291.05,81394.81
HH0240,R0240,Kajiado,Midline,Male,KPMD,25,10,18,7,3,1,2,1,5,2,3,2,29.22335512,25.19114417,25.78804901,23.60050461,404.5377307,332.6507406,347.9250459,412.9319535,15.4852269,11.75593643,12.5162438,0.809598018,0.794169116,0.258934925,TRUE,13577,0.785123613,3.688957791,69.84501562,98620,58788,39832,7,5,0.72,0.7,0.12,0.1,59109.75,16759.71,26916.92,19490.8,122277.18
HH0240,R0240,Kajiado,Endline,Male,KPMD,25,11,16,8,2,1,1,1,1,1,2,1,25.3149837,23.07792799,22.49609182,21.69123108,318.813239,403.8950937,450.7871296,412.1877716,10.62647324,9.115209581,22.99095408,1.233855976,0.758459689,0.126021195,FALSE,0,,13.38739714,71.3125792,47854,20495,27359,2,3,0.64,0.727272727,0.08,0.090909091,8070.75,9321.06,20281.9,8940.86,46614.57
HH0241,R0241,Narok,Baseline,Female,Control,24,7,12,3,5,1,3,0,0,1,0,3,,24.1754373,,18.06568875,,380.0669583,,358.4821693,17.38829695,13.66334937,9.254229446,2.430560213,0.210431338,0.676777832,FALSE,0,,0,56.13974337,101150,68522,32628,1,3,0.5,0.428571429,0.208333333,0.142857143,0,9188.28,0,19428.68,28616.96
HH0241,R0241,Narok,Midline,Female,Control,22,8,9,3,4,1,2,0,0,1,0,2,,23.38894404,,16.98943877,,356.6088444,,339.5209362,17.03315005,12.51606183,8.804866618,2.446138106,0.810006812,0.799334802,FALSE,0,,8.206949668,69.74925822,95394,45552,49842,1,2,0.409090909,0.375,0.181818182,0.125,0,8340.7,0,11536.54,19877.24
HH0241,R0241,Narok,Endline,Female,Control,25,6,9,3,4,1,2,0,0,1,0,3,,16.33104803,,19.53897509,,366.0775285,,416.0578349,14.05561217,15.71826773,29.37366529,2.9995689,0.625129461,0.440882041,TRUE,27893,0.82649486,12.79394416,65.80086589,53282,22141,31141,1,3,0.36,0.5,0.16,0.166666667,0,5978.43,0,24388.03,30366.46
HH0242,R0242,Narok,Baseline,Female,KPMD,22,15,13,10,3,1,2,1,1,0,0,0,28.35276636,,,,432.2814173,,,,11.34868276,,28.60828687,1.950587537,0.239469666,0.728623977,FALSE,0,,6.207139806,47.91548277,192948,112857,80091,1,0,0.590909091,0.666666667,0.136363636,0.066666667,12256.37,0,0,0,12256.37
HH0242,R0242,Narok,Midline,Female,KPMD,24,12,15,8,3,1,2,1,4,3,1,0,30.91895578,24.38928207,23.0850226,,375.7514727,362.8485421,392.2618627,,16.04949006,11.29679069,24.63708494,1.958320909,0.390412231,0.206713592,TRUE,13931,0.950706056,11.93290835,66.58190655,117425,74811,42614,7,1,0.625,0.666666667,0.125,0.083333333,46471.37,26548.85,9055.37,0,82075.59
HH0242,R0242,Narok,Endline,Female,KPMD,26,12,17,8,3,1,2,1,3,2,1,1,26.20174475,22.66418889,20.98313554,22.33797839,313.9102573,339.5311353,382.3450555,363.9580447,10.32203407,6.476957486,14.33656679,2.551574088,0.378746389,0.393902964,FALSE,0,,17.74502499,80.48775299,77274,42471,34803,5,2,0.653846154,0.666666667,0.115384615,0.083333333,24674.99,15390.4,8022.8,8130.09,56218.28
HH0243,R0243,Narok,Baseline,Male,Control,19,2,8,1,4,0,2,0,0,1,0,1,,15,,22.39291285,,370.9346337,,314.6327555,8.19704439,14.76567718,12.26181961,3.701373441,0.730101286,0.152618178,FALSE,0,,12.29336127,57.32485992,60711,32685,28026,1,1,0.421052632,0.5,0.210526316,0,0,5564.02,0,7045.54,12609.56
HH0243,R0243,Narok,Midline,Male,Control,20,3,9,1,3,1,2,1,0,4,0,2,,24.60929707,,21.24631348,,400.2753499,,395.5885563,14.82700423,14.30191624,26.55237956,2.806033132,0.518987134,0.401111681,FALSE,0,,11.09642653,46.1198537,171409,53498,117911,4,2,0.45,0.333333333,0.15,0.333333333,0,39401.98,0,16809.6,56211.58
HH0243,R0243,Narok,Endline,Male,Control,15,0,5,0,2,0,1,0,0,2,0,0,,23.4466964,,,,360.2305612,,,10.7350951,,19.8876919,2.107215405,0.218276373,0.587810561,FALSE,0,,17.14086898,52.94664197,136278,92923,43355,2,0,0.333333333,,0.133333333,,0,16892.43,0,0,16892.43
HH0244,R0244,Samburu,Baseline,Female,Non-KPMD Seller,28,18,13,9,3,3,2,2,1,3,1,1,23.53676629,20.2065348,22.49242002,21.97252488,374.9535148,368.8895434,366.5332489,342.8247857,11.79703849,11.30460588,36.87181047,3.108227155,0.4403513,0.73416101,FALSE,0,,11.64928283,61.61562869,30695,16147,14548,4,2,0.464285714,0.5,0.107142857,0.166666667,8825.19,22361.94,8244.22,7532.73,46964.08
HH0244,R0244,Samburu,Midline,Female,Non-KPMD Seller,25,19,12,9,4,2,2,1,0,0,0,0,,,,,,,,,,,21.21593012,2.358332822,0.35459816,0.39711634,FALSE,0,,2.555182211,50.87561396,39265,19960,19305,0,0,0.48,0.473684211,0.16,0.105263158,0,0,0,0,0
HH0244,R0244,Samburu,Endline,Female,Non-KPMD Seller,32,20,18,9,5,3,3,2,0,0,0,0,,,,,,,,,,,31.30187855,1.914741958,0.386510523,0.446080786,TRUE,49653,0.89112131,7.621596745,50.72143754,66433,38136,28297,0,0,0.5625,0.45,0.15625,0.15,0,0,0,0,0
HH0245,R0245,Kajiado,Baseline,Female,Control,23,9,10,4,4,1,2,0,1,3,0,3,20.88297914,19.83225951,,21.35420667,369.7578484,345.4981533,,418.1658326,6,11.20615196,6.576307737,1.762928494,0.762934243,0.892350462,TRUE,36904,0.745553013,10.98229991,58.23853703,40191,23263,16928,4,3,0.434782609,0.444444444,0.173913043,0.111111111,7721.65,20556.03,0,26788.8,55066.48
HH0245,R0245,Kajiado,Midline,Female,Control,17,10,8,5,3,2,1,1,0,5,0,0,,24.10466477,,,,291.8259611,,,13.72073216,,45.59414371,2.538598445,0.878938945,0.821811181,FALSE,0,,11.35394115,52.89573046,34251,20691,13560,5,0,0.470588235,0.5,0.176470588,0.2,0,35171.83,0,0,35171.83
HH0245,R0245,Kajiado,Endline,Female,Control,20,10,8,5,3,1,1,0,0,4,0,0,,15,,,,409.720785,,,13.76972296,,18.67534606,3.261608315,0.429381366,0.567770406,FALSE,0,,8.084118453,48.80734523,24452,8391,16061,4,0,0.4,0.5,0.15,0.1,0,24583.25,0,0,24583.25
HH0246,R0246,Narok,Baseline,Male,KPMD,28,8,17,5,3,1,2,1,4,2,2,1,18.41538483,20.18406666,26.07760854,21.56358085,367.5550622,399.8798729,397.8475652,348.6945585,11.07427933,10.17306324,9.654598713,1.744228543,0.315225039,0.669786228,TRUE,30972,0.828297782,6.745734018,72.02764311,94468,66363,28105,6,3,0.607142857,0.625,0.107142857,0.125,27074.67,16142.4,20749.83,7519.1,71486
HH0246,R0246,Narok,Midline,Male,KPMD,22,3,15,2,2,0,1,0,2,1,1,1,23.79903626,17.90194698,27.89786737,22.44221773,350.8263256,362.773578,406.1202149,377.5716596,11.34870581,15.86707448,16.66340267,3.033525453,0.536819868,0.683000254,FALSE,0,,8.892511684,65.90999945,124027,86704,37323,3,2,0.681818182,0.666666667,0.090909091,0,16698.66,6494.35,11329.89,8473.55,42996.45
HH0246,R0246,Narok,Endline,Male,KPMD,27,4,17,3,3,0,2,0,5,2,2,1,24.13396789,24.44177934,28.05883481,16.40526803,385.0473263,352.583179,459.8582424,407.283975,14.45768444,9.668429182,24.69578431,1.560399014,0.377549669,0.744107903,FALSE,0,,2.385043098,56.34353455,52046,43051,8995,7,3,0.62962963,0.75,0.111111111,0,46463.6,17235.52,25806.17,6681.6,96186.89
HH0247,R0247,Samburu,Baseline,Male,Control,26,26,11,10,5,4,2,2,0,5,0,2,,20.95499129,,16.33908866,,305.5647289,,392.4219118,14.08901547,10.92841592,37.24277763,1.74604837,0.531378844,0.839519725,TRUE,54025,0.822207112,0.938726599,69.54796328,101879,32768,69111,5,2,0.423076923,0.384615385,0.192307692,0.153846154,0,32015.53,0,12823.63,44839.16
HH0247,R0247,Samburu,Midline,Male,Control,26,29,12,14,5,5,3,2,0,2,0,2,,22.29292941,,16.99302593,,367.1973207,,467.8191733,13.38729954,12.71532609,38.16508298,3.481641548,0.266614399,0.739370347,FALSE,0,,16.14942423,56.14553622,26998,13429,13569,2,2,0.461538462,0.482758621,0.192307692,0.172413793,0,16371.81,0,15899.33,32271.14
HH0247,R0247,Samburu,Endline,Male,Control,25,25,9,10,4,4,2,2,0,1,0,2,,24.32929111,,22.27907043,,392.9565428,,331.8519597,12.47415532,14.96079005,30.71477671,2.124965568,0.782020628,0.564965291,FALSE,0,,11.64229325,40.22595324,92769,65520,27249,1,2,0.36,0.4,0.16,0.16,0,9560.35,0,14786.71,24347.06
HH0248,R0248,Narok,Baseline,Female,Non-KPMD Seller,23,1,11,1,3,0,2,0,1,1,0,0,25.1580069,24.95940464,,,399.6282152,306.826245,,,11.65629711,,1.012357016,2.448201716,0.798588546,0.785973507,TRUE,11309,0.890621587,7.710865319,65.62832642,69072,34607,34465,2,0,0.47826087,1,0.130434783,0,10053.85,7658.2,0,0,17712.05
HH0248,R0248,Narok,Midline,Female,Non-KPMD Seller,24,1,14,0,3,0,2,0,0,0,0,0,,,,,,,,,,,26.00034162,2.787805253,0.351588201,0.297764473,FALSE,0,,4.761647767,48.81743855,21418,9351,12067,0,0,0.583333333,0,0.125,0,0,0,0,0,0
HH0248,R0248,Narok,Endline,Female,Non-KPMD Seller,26,0,12,0,3,0,2,0,1,4,0,0,23.39022572,23.37963581,,,390.2229122,305.0126233,,,16.10379178,,39.12694258,3.656686172,0.515311172,0.184438511,FALSE,0,,7.193993461,65.84258137,42759,28053,14706,5,0,0.461538462,,0.115384615,,9127.4,28524.34,0,0,37651.74
HH0249,R0249,Narok,Baseline,Male,KPMD,48,30,29,19,4,3,3,2,5,3,2,1,25.89946358,28.70897143,26.3601556,25.26752639,387.6315975,277.2985086,327.4447012,463.7264496,10.40453317,9.149745968,20.45663241,2.285282085,0.377709593,0.321965679,TRUE,13955,0.774401808,15.07691191,61.08590219,21169,16599,4570,8,3,0.604166667,0.633333333,0.083333333,0.1,50197.25,23882.86,17262.99,11717.22,103060.32
HH0249,R0249,Narok,Midline,Male,KPMD,45,31,32,21,5,4,4,3,2,3,2,2,25.03087357,24.24541965,25.87565258,19.72690968,329.2480835,339.4460333,478.6946444,333.1338619,15.52178474,15.75421893,18.45466526,1.424106446,0.349614515,0.729210804,TRUE,25507,0.866222643,0,63.68434495,109691,71516,38175,5,4,0.711111111,0.677419355,0.111111111,0.129032258,16482.73,24690.03,24773.07,13143.4,79089.23
HH0249,R0249,Narok,Endline,Male,KPMD,49,31,33,22,4,3,3,2,4,1,1,0,24.20929399,24.7747229,24.43879368,,387.4392447,330.1872927,451.9153782,,11.44665098,12.83809315,23.91076235,1.822699335,0.231393249,0.206368869,FALSE,0,,12.35539475,69.23944039,50363,37693,12670,5,1,0.673469388,0.709677419,0.081632653,0.096774194,37518.52,8180.3,11044.27,0,56743.09
HH0250,R0250,Narok,Baseline,Female,KPMD,30,18,19,13,3,2,2,1,2,1,4,1,30.78024779,20.18265914,25.72554819,19.6155324,339.8431193,366.1562498,403.0982326,421.5250665,10.96147065,10.59784569,20.11504262,1.296719804,0.318924253,0.792641211,FALSE,0,,8.141233939,63.72235367,58843,36591,22252,3,5,0.633333333,0.722222222,0.1,0.111111111,20920.91,7390.01,41479.69,8268.44,78059.05
HH0250,R0250,Narok,Midline,Female,KPMD,32,11,23,8,3,1,2,1,4,2,1,0,24.00681972,17.51793594,23.4701405,,445.5769577,319.1581191,390.5114649,,12.02425379,11.59207876,33.42345183,1.34494381,0.496639379,0.485707965,TRUE,21069,0.852007085,19.20685076,63.19313724,103611,59217,44394,6,1,0.71875,0.727272727,0.09375,0.090909091,42787.54,11181.98,9165.36,0,63134.88
HH0250,R0250,Narok,Endline,Female,KPMD,36,17,24,11,3,1,2,1,5,1,5,1,27.27695191,20.07315247,30.03016149,19.71709455,369.263695,381.8106026,430.2616315,395.7506527,10.79913456,9.179205118,43.34532569,1.872480243,0.547945712,0.127914131,FALSE,0,,20.4485098,69.9264797,54196,32927,21269,6,6,0.666666667,0.647058824,0.083333333,0.058823529,50361.94,7664.14,64604.13,7803.05,130433.26
HH0251,R0251,Kajiado,Baseline,Male,Control,20,4,8,1,4,1,2,0,0,1,0,2,,24.44743528,,19.56725434,,324.9294201,,361.4520554,13.67144469,14.21594391,29.39120172,2.493891139,0.498210111,0.249785039,FALSE,0,,15.08798809,48.33309891,60170,24743,35427,1,2,0.4,0.25,0.2,0.25,0,7943.69,0,14145.25,22088.94
HH0251,R0251,Kajiado,Midline,Male,Control,19,6,9,3,3,1,2,1,0,3,0,2,,24.85461458,,17.815831,,415.2881301,,388.9550008,14.08604209,16.63971651,12.17937926,2.965431875,0.669666442,0.45032725,FALSE,0,,14.00056651,53.20436534,25230,20224,5006,3,2,0.473684211,0.5,0.157894737,0.166666667,0,30965.48,0,13859.11,44824.59
HH0251,R0251,Kajiado,Endline,Male,Control,20,2,7,1,3,0,2,0,0,3,0,1,,27.57789081,,17.18009406,,403.4367941,,389.2466231,11.26158059,12.17662078,7.990495089,0.314617964,0.347873429,0.887703444,FALSE,0,,19.49446496,68.83096947,77448,48823,28625,3,1,0.35,0.5,0.15,0,0,33377.81,0,6687.29,40065.1
HH0252,R0252,Samburu,Baseline,Female,KPMD,16,12,10,8,1,1,1,1,3,3,2,2,23.54961287,25.88621342,26.9359968,21.98401504,362.9531237,402.5261192,385.6020534,403.5669501,11.58947048,7.857401657,34.1231214,1.984044727,0.218631098,0.460354255,FALSE,0,,8.264224396,63.92324728,53011,37221,15790,6,4,0.625,0.666666667,0.0625,0.083333333,25642.22,31259.63,20773.15,17744.04,95419.04
HH0252,R0252,Samburu,Midline,Female,KPMD,19,10,12,7,2,1,1,1,2,2,4,4,25.46656822,20.62919037,30.31940747,27.60366044,317.2832074,342.5987969,401.4413149,354.6915758,10.5483624,13.31270717,35.87869905,2.464938594,0.918520122,0.502059993,TRUE,24217,0.937467154,7.342242694,49.86760171,40737,30596,10141,4,8,0.631578947,0.7,0.105263158,0.1,16160.23,14135.07,48685.85,39163.14,118144.29
HH0252,R0252,Samburu,Endline,Female,KPMD,21,12,15,7,3,1,2,1,3,2,0,0,23.80839029,20.17221257,,,368.4064043,358.245602,,,12.74902508,,28.56024745,2.815116383,0.519617637,0.570071095,TRUE,61552,0.955437734,14.0352835,74.8309849,70062,31953,38109,5,0,0.714285714,0.583333333,0.142857143,0.083333333,26313.49,14453.21,0,0,40766.7
HH0253,R0253,Narok,Baseline,Female,Control,28,14,11,5,5,2,2,1,0,1,0,1,,19.89424781,,19.9339944,,444.2593154,,418.382683,14.68356788,13.78296079,16.89689252,2.306059974,0.486388261,0.683150825,FALSE,0,,10.74551783,49.54801886,142951,98711,44240,1,1,0.392857143,0.357142857,0.178571429,0.142857143,0,8838.2,0,8340.04,17178.24
HH0253,R0253,Narok,Midline,Female,Control,27,15,11,7,4,3,2,1,0,1,0,4,,21.64446666,,23.4028341,,433.1437869,,382.058596,13.47409455,12.79944143,16.57012097,2.064091345,0.6653406,0.815415544,FALSE,0,,7.449940953,43.00019076,62922,23630,39292,1,4,0.407407407,0.466666667,0.148148148,0.2,0,9375.17,0,35765.02,45140.19
HH0253,R0253,Narok,Endline,Female,Control,28,13,12,6,4,2,2,1,0,4,0,3,,23.43992497,,17.17601574,,367.14279,,410.8122694,14.57439231,10.0285426,7.695658737,1.824907602,0.679898916,0.650355819,FALSE,0,,4.911624434,48.29401437,23989,15960,8029,4,3,0.428571429,0.461538462,0.142857143,0.153846154,0,34423.2,0,21168.35,55591.55
HH0254,R0254,Kajiado,Baseline,Female,Non-KPMD Seller,27,12,13,6,3,1,2,1,0,2,1,5,,20.13409877,25.51186405,20.17456804,,362.9791896,347.6399445,374.9591642,15.113202,18.17288634,19.215736,2.836249309,0.526978998,0.260030044,FALSE,0,,19.9523279,67.85620913,50736,34290,16446,2,6,0.481481481,0.5,0.111111111,0.083333333,0,14616.52,8868.94,37823.2,61308.66
HH0254,R0254,Kajiado,Midline,Female,Non-KPMD Seller,31,9,17,5,3,1,2,1,1,1,2,3,23.87819715,24.80322316,30.26349149,16.99322649,347.8506951,470.8387389,417.0677937,378.5891355,13.65384278,16.625308,50.11247309,2.134368021,0.352214708,0.435833906,FALSE,0,,10.07813877,74.04103435,215359,89762,125597,2,5,0.548387097,0.555555556,0.096774194,0.111111111,8306.05,11678.32,25243.86,19300.35,64528.58
HH0254,R0254,Kajiado,Endline,Female,Non-KPMD Seller,29,7,14,4,4,1,2,1,0,3,0,2,,24.74338242,,21.33375039,,311.8259197,,365.7058567,16.51078531,17.10892302,39.86952111,3.860159977,0.501357679,0.206832126,FALSE,0,,11.82495106,77.77074822,49859,29819,20040,3,2,0.482758621,0.571428571,0.137931034,0.142857143,0,23146.88,0,15603.75,38750.63
HH0255,R0255,Kajiado,Baseline,Female,Control,19,9,7,4,3,1,2,0,0,5,0,4,,25.07161695,,17.66954146,,398.4801599,,334.4307079,17.71908359,12.95996061,4.017133235,3.111110015,0.762986344,0.126635387,FALSE,0,,8.420896389,44.18019101,102422,34774,67648,5,4,0.368421053,0.444444444,0.157894737,0.111111111,0,49952.71,0,23636.95,73589.66
